tm;season;avg_pts;avg_trb;avg_ast;total_games;distinct_players;season_year
DEN;2018;501.1111111111111;202.77777777777777;114.38888888888889;833;18;2018
DEN;2019;504.1666666666667;211.33333333333334;124.72222222222223;871;18;2019
DEN;2020;386.85714285714283;153.42857142857142;92.95238095238095;775;21;2020
DEN;2021;376.54545454545456;145.45454545454547;87.86363636363636;815;22;2021
DEN;2022;420.1363636363636;164.4090909090909;103.5909090909091;901;22;2022
DEN;2023;527.05.00;195.94444444444446;131.55555555555554;898;18;2023
DEN;2024;554.00.00;214.35294117647058;142.05882352941177;923;17;2024
DEN;2025;533.2941176470588;201.11764705882354;137.2941176470588;787;17;2025
DET;1958;474.0625;274.0625;79.00.00;677;16;1958
DET;1959;630.25.00;343.75;109.75;702;12;1959
DET;1960;644.6153846153846;345.2307692307692;113.38461538461539;727;13;1960
DET;1961;780.8333333333334;408.5833333333333;155.05.00;746;12;1961
DET;1962;769.05.00;412.6666666666667;143.58333333333334;784;12;1962
DET;1963;759.3333333333334;377.0833333333333;144.25.00;765;12;1963
DET;1964;574.6666666666666;297.3333333333333;108.66666666666667;768;15;1964
DET;1965;667.7692307692307;361.84615384615387;123.76923076923077;787;13;1965
DET;1966;588.4666666666667;316.46666666666664;104.06.00;768;15;1966
DET;1967;693.4615384615385;370.3076923076923;112.6923076923077;768;13;1967
DET;1968;648.3333333333334;310.08.00;113.33333333333333;783;15;1968
DET;1969;584.9375;279.4375;109.8125;749;16;1969
DET;1970;577.875;239.4375;106.8125;770;16;1970
DET;1971;752.4166666666666;326.9166666666667;141.33333333333334;769;12;1971
DET;1972;638.9285714285714;283.57142857142856;120.05.00;788;14;1972
DET;1973;645.8571428571429;293.2142857142857;134.42857142857142;803;14;1973
DET;1974;713.3333333333334;323.4166666666667;163.00.00;842;12;1974
DET;1975;579.3571428571429;251.21428571428572;136.85714285714286;810;14;1975
DET;1976;537.8125;234.375;109.4375;871;16;1976
DET;1977;640.7142857142857;261.7142857142857;143.14285714285714;839;14;1977
DET;1978;496.44444444444446;212.77777777777777;102.22222222222223;767;18;1978
DET;1979;451.15.00;184.15.00;104.06.00;814;20;1979
DET;1980;525.4705882352941;214.1764705882353;114.70588235294117;770;17;1980
DET;1981;510.875;207.00.00;113.6875;778;16;1981
DET;1982;506.22222222222223;202.38888888888889;112.61111111111111;835;18;1982
DET;1983;513.2777777777778;210.05.00;117.11111111111111;816;18;1983
DET;1984;685.8571428571429;275.7857142857143;161.14285714285714;871;14;1984
DET;1985;559.2941176470588;231.58823529411765;135.41176470588235;839;17;1985
DET;1986;668.7857142857143;266.92857142857144;165.64285714285714;837;14;1986
DET;1987;607.8666666666667;259.06.00;134.73333333333332;830;15;1987
DET;1988;597.1333333333333;244.02.00;134.06666666666666;770;15;1988
DET;1989;514.1176470588235;217.64705882352942;119.23529411764706;819;17;1989
DET;1990;611.1428571428571;260.2142857142857;142.57142857142858;822;14;1990
DET;1991;586.0714285714286;261.2857142857143;130.35714285714286;808;14;1991
DET;1992;579.05.00;259.35714285714283;135.64285714285714;814;14;1992
DET;1993;515.75;225.05.00;121.3125;810;16;1993
DET;1994;441.6111111111111;185.94444444444446;98.16666666666667;818;18;1994
DET;1995;503.3125;197.625;117.00.00;841;16;1995
DET;1996;558.7142857142857;237.42857142857142;115.00.00;804;14;1996
DET;1997;482.6875;196.875;97.125;843;16;1997
DET;1998;482.5625;211.375;99.8125;842;16;1998
DET;1999;251.00.00;112.05555555555556;56.05555555555556;527;18;1999
DET;2000;565.5333333333333;225.00.00;113.08.00;850;15;2000
DET;2001;461.00.00;219.64705882352942;95.82352941176471;879;17;2001
DET;2002;515.6666666666666;211.73333333333332;117.66666666666667;797;15;2002
DET;2003;499.46666666666664;221.86666666666667;108.00.00;825;15;2003
DET;2004;434.5882352941176;206.23529411764707;100.11764705882354;856;17;2004
DET;2005;450.1764705882353;209.47058823529412;105.11764705882354;815;17;2005
DET;2006;467.11764705882354;195.41176470588235;115.94117647058823;829;17;2006
DET;2007;524.08.00;221.46666666666667;117.86666666666666;835;15;2007
DET;2008;420.63157894736844;178.78947368421052;96.36842105263158;892;19;2008
DET;2009;515.1333333333333;226.46666666666667;112.06.00;815;15;2009
DET;2010;550.6428571428571;235.35714285714286;113.64285714285714;831;14;2010
DET;2011;611.6153846153846;243.6153846153846;133.07692307692307;836;13;2011
DET;2012;428.35714285714283;189.78571428571428;88.00.00;694;14;2012
DET;2013;486.125;215.875;108.875;837;16;2013
DET;2014;552.04.00;248.06666666666666;114.26666666666667;825;15;2014
DET;2015;403.85;184.05.00;88.55.00;849;20;2015
DET;2016;491.8235294117647;223.41176470588235;93.76470588235294;816;17;2016
DET;2017;553.9333333333333;249.73333333333332;115.46666666666667;850;15;2017
DET;2018;386.77272727272725;163.00.00;84.9090909090909;864;22;2018
DET;2019;438.09.00;184.04.00;92.25.00;896;20;2019
DET;2020;321.72727272727275;125.13636363636364;72.22727272727273;688;22;2020
DET;2021;365.5238095238095;146.42857142857142;83.00.00;783;21;2021
DET;2022;318.3703703703704;130.55555555555554;71.25925925925925;847;27;2022
DET;2023;411.1363636363636;158.1818181818182;85.63636363636364;831;22;2023
DET;2024;290.64516129032256;114.61290322580645;67.35483870967742;865;31;2024
DET;2025;456.00.00;177.89473684210526;104.15789473684211;809;19;2025
DLC;1968;536.00.00;251.875;84.00.00;735;16;1968
DLC;1969;577.1333333333333;272.53333333333336;88.00.00;718;15;1969
DLC;1970;629.8125;289.75;102.0625;756;16;1970
DLC;1972;487.22222222222223;221.72222222222223;82.55555555555556;849;18;1972
DLC;1973;516.7777777777778;222.83333333333334;105.44444444444444;760;18;1973
DNA;1975;906.2727272727273;346.90909090909093;222.72727272727272;839;11;1975
DNA;1976;731.2142857142857;291.92857142857144;174.42857142857142;829;14;1976
DNN;1950;321.1333333333333;;69.06.00;546;15;1950
DNR;1968;515.25.00;257.5625;65.25.00;761;16;1968
DNR;1969;559.9375;257.3125;77.4375;730;16;1969
DNR;1970;692.6428571428571;346.07142857142856;115.78571428571429;759;14;1970
DNR;1971;711.6428571428571;346.35714285714283;117.28571428571429;753;14;1971
DNR;1972;671.4285714285714;320.07142857142856;142.05.00;823;14;1972
DNR;1973;766.0833333333334;343.75;161.33333333333334;765;12;1973
DNR;1974;749.0833333333334;346.00.00;167.00.00;810;12;1974
DTF;1947;253.13333333333333;;32.13333333333333;634;15;1947
FLO;1971;532.1666666666666;238.66666666666666;107.72222222222223;775;18;1971
FLO;1972;591.9375;248.375;116.9375;795;16;1972
FTW;1949;234.57894736842104;;56.94736842105263;617;19;1949
FTW;1950;336.875;;85.25.00;721;16;1950
FTW;1951;381.46666666666664;215.33333333333334;76.13333333333334;660;15;1951
FTW;1952;396.2307692307692;234.84615384615384;107.92307692307692;606;13;1952
FTW;1953;349.4375;195.00.00;89.875;645;16;1953
FTW;1954;399.05.00;246.85714285714286;105.28571428571429;673;14;1954
FTW;1955;554.3333333333334;295.3333333333333;144.75;682;12;1955
FTW;1956;452.93333333333334;241.86666666666667;116.08.00;712;15;1956
FTW;1957;533.6923076923077;299.6923076923077;107.53846153846153;707;13;1957
GSW;1972;739.25.00;370.8333333333333;154.05.00;815;12;1972
GSW;1973;743.5833333333334;367.0833333333333;165.41666666666666;821;12;1973
GSW;1974;819.1818181818181;401.27272727272725;180.8181818181818;752;11;1974
GSW;1975;684.4615384615385;328.46153846153845;159.69230769230768;855;13;1975
GSW;1976;750.1666666666666;355.0833333333333;170.08333333333334;861;12;1976
GSW;1977;649.7857142857143;281.35714285714283;151.42857142857142;859;14;1977
GSW;1978;621.2857142857143;272.2857142857143;149.78571428571428;845;14;1978
GSW;1979;615.7857142857143;263.00.00;147.42857142857142;819;14;1979
GSW;1980;606.6428571428571;256.57142857142856;144.85714285714286;825;14;1980
GSW;1981;529.7647058823529;221.7058823529412;119.17647058823529;807;17;1981
GSW;1982;699.3846153846154;287.2307692307692;140.00.00;863;13;1982
GSW;1983;468.8421052631579;187.6315789473684;103.36842105263158;835;19;1983
GSW;1984;600.5333333333333;237.04.00;122.46666666666667;857;15;1984
GSW;1985;696.3076923076923;266.61538461538464;135.30769230769232;851;13;1985
GSW;1986;664.2142857142857;258.2142857142857;144.14285714285714;822;14;1986
GSW;1987;656.2857142857143;253.14285714285714;148.78571428571428;877;14;1987
GSW;1988;417.6666666666667;161.52380952380952;95.47619047619048;844;21;1988
GSW;1989;562.2352941176471;228.47058823529412;118.17647058823529;842;17;1989
GSW;1990;529.6666666666666;183.33333333333334;109.88888888888889;840;18;1990
GSW;1991;531.3333333333334;189.94444444444446;108.55555555555556;862;18;1991
GSW;1992;512.2105263157895;184.89473684210526;108.63157894736842;840;19;1992
GSW;1993;450.07.00;180.15.00;100.05.00;805;20;1993
GSW;1994;552.75;223.6875;137.375;849;16;1994
GSW;1995;481.05.00;192.88888888888889;112.05555555555556;784;18;1995
GSW;1996;490.2352941176471;203.41176470588235;111.11764705882354;832;17;1996
GSW;1997;510.6875;209.0625;113.875;844;16;1997
GSW;1998;328.95454545454544;170.95454545454547;77.63636363636364;851;22;1998
GSW;1999;339.6923076923077;182.69230769230768;79.76923076923077;525;13;1999
GSW;2000;340.60869565217394;162.52173913043478;80.47826086956522;819;23;2000
GSW;2001;344.72727272727275;169.54545454545453;81.27272727272727;757;22;2001
GSW;2002;533.9333333333333;255.13333333333333;113.73333333333333;826;15;2002
GSW;2003;525.00.00;239.375;107.00.00;806;16;2003
GSW;2004;424.94444444444446;196.38888888888889;93.38888888888889;774;18;2004
GSW;2005;449.6666666666667;194.72222222222223;100.61111111111111;815;18;2005
GSW;2006;538.04.00;231.00.00;112.93333333333334;835;15;2006
GSW;2007;436.85;169.08.00;97.05.00;792;20;2007
GSW;2008;505.8333333333333;196.72222222222223;101.83333333333333;826;18;2008
GSW;2009;523.8235294117648;202.64705882352942;100.6470588235294;773;17;2009
GSW;2010;446.01.00;157.05.00;91.95;723;20;2010
GSW;2011;498.6470588235294;195.58823529411765;108.6470588235294;833;17;2011
GSW;2012;322.65;129.35.00;73.05.00;696;20;2012
GSW;2013;518.05.00;230.375;115.3125;913;16;2013
GSW;2014;474.94444444444446;206.38888888888889;106.22222222222223;850;18;2014
GSW;2015;601.0666666666667;244.46666666666667;149.86666666666667;900;15;2015
GSW;2016;588.8125;236.75;148.3125;939;16;2016
GSW;2017;559.00.00;214.2941176470588;146.52941176470588;966;17;2017
GSW;2018;547.2941176470588;209.88235294117646;141.2941176470588;966;17;2018
GSW;2019;567.6470588235294;222.76470588235293;141.94117647058823;928;17;2019
GSW;2020;314.1818181818182;126.5909090909091;75.5909090909091;648;22;2020
GSW;2021;454.8333333333333;172.11111111111111;110.61111111111111;777;18;2021
GSW;2022;535.4117647058823;219.41176470588235;130.76470588235293;916;17;2022
GSW;2023;541.8333333333334;203.16666666666666;135.88888888888889;848;18;2023
GSW;2024;536.05.00;212.77777777777777;133.44444444444446;919;18;2024
GSW;2025;381.54545454545456;153.27272727272728;98.04545454545455;850;22;2025
HOU;1972;562.0625;277.0625;111.0625;808;16;1972
HOU;1973;660.7142857142857;290.00.00;138.05.00;732;14;1973
HOU;1974;518.2352941176471;214.76470588235293;130.11764705882354;762;17;1974
HOU;1975;710.0833333333334;306.00.00;179.58333333333334;793;12;1975
HOU;1976;669.8461538461538;284.84615384615387;170.23076923076923;740;13;1976
HOU;1977;623.2857142857143;277.57142857142856;136.64285714285714;818;14;1977
HOU;1978;448.05263157894734;195.89473684210526;102.21052631578948;776;19;1978
HOU;1979;715.1538461538462;289.2307692307692;177.07692307692307;757;13;1979
HOU;1980;605.06.00;240.73333333333332;143.26666666666668;774;15;1980
HOU;1981;682.9230769230769;274.0769230769231;161.46153846153845;802;13;1981
HOU;1982;667.6923076923077;283.61538461538464;152.07692307692307;799;13;1982
HOU;1983;581.7857142857143;247.57142857142858;137.92857142857142;833;14;1983
HOU;1984;697.7692307692307;283.3076923076923;169.53846153846155;895;13;1984
HOU;1985;651.2857142857143;265.7142857142857;159.92857142857142;864;14;1985
HOU;1986;721.4615384615385;288.46153846153845;178.30769230769232;850;13;1986
HOU;1987;584.3333333333334;244.73333333333332;148.46666666666667;847;15;1987
HOU;1988;558.4375;235.5625;121.00.00;882;16;1988
HOU;1989;635.05.00;268.92857142857144;144.00.00;863;14;1989
HOU;1990;547.00.00;240.9375;137.125;839;16;1990
HOU;1991;625.2142857142857;270.2142857142857;136.14285714285714;840;14;1991
HOU;1992;522.875;219.125;128.625;854;16;1992
HOU;1993;609.3571428571429;251.21428571428572;151.07142857142858;835;14;1993
HOU;1994;552.08.00;236.33333333333334;139.13333333333333;822;15;1994
HOU;1995;499.47058823529414;195.2941176470588;121.17647058823529;827;17;1995
HOU;1996;466.8888888888889;187.44444444444446;110.11111111111111;824;18;1996
HOU;1997;458.22222222222223;194.00.00;111.83333333333333;800;18;1997
HOU;1998;578.05.00;238.35714285714286;128.05.00;823;14;1998
HOU;1999;294.4375;129.75;66.125;496;16;1999
HOU;2000;479.7647058823529;211.41176470588235;104.3529411764706;820;17;2000
HOU;2001;531.4666666666667;229.53333333333333;107.53333333333333;798;15;2001
HOU;2002;540.8571428571429;245.42857142857142;105.85714285714286;785;14;2002
HOU;2003;512.5333333333333;239.02.00;100.04.00;818;15;2003
HOU;2004;433.05882352941177;205.52941176470588;92.88235294117646;798;17;2004
HOU;2005;338.95652173913044;151.08695652173913;75.34782608695652;849;23;2005
HOU;2006;351.76190476190476;162.57142857142858;75.23809523809524;816;21;2006
HOU;2007;530.02.00;236.86666666666667;113.06.00;813;15;2007
HOU;2008;377.6666666666667;174.33333333333334;83.66666666666667;835;21;2008
HOU;2009;474.70588235294116;207.2941176470588;97.76470588235294;785;17;2009
HOU;2010;399.76190476190476;163.9047619047619;85.23809523809524;801;21;2010
HOU;2011;434.25.00;175.55.00;97.75;842;20;2011
HOU;2012;340.7368421052632;146.47368421052633;73.89473684210526;653;19;2012
HOU;2013;434.04.00;178.05.00;95.01.00;837;20;2013
HOU;2014;490.05.00;206.05.00;97.05.00;790;18;2014
HOU;2015;426.01.00;179.01.00;91.00.00;828;20;2015
HOU;2016;485.3888888888889;196.16666666666666;101.16666666666667;855;18;2016
HOU;2017;525.4444444444445;202.11111111111111;115.00.00;837;18;2017
HOU;2018;383.875;148.05.00;73.625;799;24;2018
HOU;2019;406.1304347826087;149.95652173913044;75.69565217391305;786;23;2019
HOU;2020;403.9047619047619;151.8095238095238;74.14285714285714;692;21;2020
HOU;2021;261.01.00;102.23333333333333;56.63333333333333;700;30;2021
HOU;2022;473.5263157894737;181.3684210526316;101.6842105263158;867;19;2022
HOU;2023;504.05.00;210.83333333333334;101.94444444444444;884;18;2023
HOU;2024;551.4705882352941;219.23529411764707;119.70588235294117;883;17;2024
HOU;2025;509.47058823529414;217.41176470588235;103.29411764705883;786;17;2025
HSM;1968;576.7142857142857;300.05.00;83.92857142857143;749;14;1968
HSM;1969;394.6818181818182;199.0909090909091;62.31818181818182;709;22;1969
INA;1968;657.3846153846154;327.46153846153845;90.46153846153847;752;13;1968
INA;1969;518.3888888888889;246.16666666666666;86.27777777777777;722;18;1969
INA;1970;594.4375;277.0625;114.125;769;16;1970
INA;1971;714.4285714285714;312.35714285714283;147.71428571428572;747;14;1971
INA;1972;632.4666666666667;305.02.00;115.04.00;726;15;1972
INA;1973;740.8461538461538;350.2307692307692;143.07692307692307;740;13;1973
INA;1974;634.8571428571429;312.14285714285717;130.35714285714286;778;14;1974
INA;1975;789.25.00;353.1666666666667;160.58333333333334;772;12;1975
INA;1976;630.6666666666666;290.1333333333333;139.13333333333333;776;15;1976
IND;1977;547.375;249.5625;125.5625;779;16;1977
IND;1978;523.7647058823529;235.88235294117646;116.58823529411765;777;17;1978
IND;1979;685.3076923076923;288.84615384615387;154.23076923076923;804;13;1979
IND;1980;569.9375;232.75;134.25.00;795;16;1980
IND;1981;630.05.00;256.57142857142856;149.35714285714286;830;14;1981
IND;1982;644.5384615384615;270.2307692307692;145.92307692307693;874;13;1982
IND;1983;685.4615384615385;276.38461538461536;165.3846153846154;857;13;1983
IND;1984;611.8571428571429;242.85714285714286;154.92857142857142;868;14;1984
IND;1985;591.9333333333333;254.73333333333332;129.66666666666666;879;15;1985
IND;1986;608.05.00;267.92857142857144;154.21428571428572;874;14;1986
IND;1987;579.8666666666667;239.73333333333332;144.66666666666666;843;15;1987
IND;1988;660.0769230769231;271.9230769230769;152.07692307692307;838;13;1988
IND;1989;515.7058823529412;209.52941176470588;118.3529411764706;838;17;1989
IND;1990;689.3846153846154;256.00.00;155.6153846153846;822;13;1990
IND;1991;654.2142857142857;242.42857142857142;155.78571428571428;893;14;1991
IND;1992;613.1333333333333;243.13333333333333;159.86666666666667;865;15;1992
IND;1993;679.6923076923077;282.6923076923077;164.92307692307693;869;13;1993
IND;1994;517.05.00;221.1875;128.4375;865;16;1994
IND;1995;542.04.00;222.73333333333332;125.13333333333334;866;15;1995
IND;1996;581.7142857142857;233.71428571428572;136.92857142857142;882;14;1996
IND;1997;411.5263157894737;179.94736842105263;92.10526315789474;850;19;1997
IND;1998;562.4285714285714;230.14285714285714;134.92857142857142;838;14;1998
IND;1999;338.07142857142856;144.71428571428572;71.78571428571429;520;14;1999
IND;2000;593.2857142857143;246.71428571428572;132.64285714285714;829;14;2000
IND;2001;506.06666666666666;234.04.00;117.53333333333333;837;15;2001
IND;2002;441.00.00;194.33333333333334;104.66666666666667;788;18;2002
IND;2003;529.3333333333334;241.73333333333332;127.33333333333333;820;15;2003
IND;2004;499.53333333333336;227.08.00;118.26666666666667;838;15;2004
IND;2005;381.03.00;164.03.00;74.45.00;820;20;2005
IND;2006;481.1875;216.0625;101.9375;801;16;2006
IND;2007;412.63157894736844;180.57894736842104;88.42105263157895;888;19;2007
IND;2008;532.9375;221.0625;116.05.00;835;16;2008
IND;2009;615.05.00;256.07142857142856;126.78571428571429;824;14;2009
IND;2010;550.8666666666667;226.86666666666667;115.33333333333333;812;15;2010
IND;2011;545.5333333333333;238.06666666666666;107.04.00;862;15;2011
IND;2012;429.93333333333334;193.06666666666666;81.86666666666666;702;15;2012
IND;2013;479.625;232.125;102.8125;875;16;2013
IND;2014;466.6470588235294;215.58823529411765;97.11764705882354;894;17;2014
IND;2015;498.8125;229.875;109.8125;877;16;2015
IND;2016;523.5625;226.625;108.8125;856;16;2016
IND;2017;538.625;215.25.00;115.25.00;902;16;2017
IND;2018;455.57894736842104;182.73684210526315;95.73684210526316;849;19;2018
IND;2019;521.00.00;207.52941176470588;125.17647058823529;876;17;2019
IND;2020;469.94117647058823;183.8235294117647;111.05882352941177;764;17;2020
IND;2021;415.01.00;153.06.00;98.65;744;20;2021
IND;2022;326.42857142857144;128.42857142857142;74.32142857142857;838;28;2022
IND;2023;476.75;170.35.00;110.65;864;20;2023
IND;2024;459.54545454545456;154.77272727272728;114.63636363636364;907;22;2024
IND;2025;399.1363636363636;140.9090909090909;99.86363636363636;836;22;2025
INJ;1949;179.28.00;;49.00.00;554;25;1949
INO;1950;422.53846153846155;;103.23076923076923;600;13;1950
INO;1951;370.3333333333333;179.33333333333334;97.00.00;611;15;1951
INO;1952;497.6363636363636;267.09090909090907;117.27272727272727;605;11;1952
INO;1953;407.3076923076923;229.46153846153845;98.61538461538461;621;13;1953
KCK;1976;605.2857142857143;271.05.00;133.14285714285714;801;14;1976
KCK;1977;735.6666666666666;317.9166666666667;165.16666666666666;839;12;1977
KCK;1978;598.4666666666667;256.00.00;132.08.00;829;15;1978
KCK;1979;662.4285714285714;256.7857142857143;159.92857142857142;855;14;1979
KCK;1980;632.8571428571429;258.2857142857143;151.64285714285714;849;14;1980
KCK;1981;626.3571428571429;249.07142857142858;162.21428571428572;816;14;1981
KCK;1982;549.0625;210.125;128.05.00;860;16;1982
KCK;1983;666.2857142857143;261.64285714285717;153.92857142857142;883;14;1983
KCK;1984;601.5333333333333;227.08.00;148.06.00;859;15;1984
KCK;1985;588.3125;218.375;146.375;857;16;1985
KCO;1973;518.9411764705883;213.41176470588235;124.58823529411765;837;17;1973
KCO;1974;492.11764705882354;215.64705882352942;102.58823529411765;796;17;1974
KCO;1975;593.6428571428571;266.85714285714283;132.35714285714286;788;14;1975
KEN;1968;452.6666666666667;244.66666666666666;64.72222222222223;753;18;1968
KEN;1969;481.77777777777777;236.05555555555554;80.72222222222223;730;18;1969
KEN;1970;529.7777777777778;262.94444444444446;98.05555555555556;803;18;1970
KEN;1971;684.2666666666667;319.3333333333333;125.02.00;788;15;1971
KEN;1972;749.4615384615385;346.3076923076923;164.30769230769232;752;13;1972
KEN;1973;783.4166666666666;346.9166666666667;190.58333333333334;742;12;1973
KEN;1974;530.8235294117648;259.8235294117647;123.76470588235294;782;17;1974
KEN;1975;703.9230769230769;329.9230769230769;167.46153846153845;801;13;1975
KEN;1976;518.1111111111111;242.33333333333334;114.88888888888889;813;18;1976
LAC;1985;627.4285714285714;256.92857142857144;138.14285714285714;857;14;1985
LAC;1986;468.7894736842105;179.8421052631579;103.57894736842105;832;19;1986
LAC;1987;503.88235294117646;198.11764705882354;115.94117647058823;815;17;1987
LAC;1988;405.15.00;177.05.00;94.25.00;831;20;1988
LAC;1989;435.06.00;177.00.00;110.04.00;830;20;1989
LAC;1990;425.45.00;170.09.00;98.09.00;801;20;1990
LAC;1991;530.6875;234.125;132.4375;812;16;1991
LAC;1992;496.47058823529414;207.35294117647058;120.76470588235294;821;17;1992
LAC;1993;585.5333333333333;236.02.00;149.46666666666667;817;15;1993
LAC;1994;496.88235294117646;207.64705882352942;127.58823529411765;841;17;1994
LAC;1995;495.4375;196.25.00;112.8125;902;16;1995
LAC;1996;582.3571428571429;226.35714285714286;119.42857142857143;857;14;1996
LAC;1997;531.2666666666667;222.26666666666668;110.08.00;883;15;1997
LAC;1998;524.3333333333334;221.06666666666666;102.02.00;829;15;1998
LAC;1999;282.4375;122.375;51.25.00;513;16;1999
LAC;2000;443.88235294117646;196.00.00;87.00.00;791;17;2000
LAC;2001;505.04.00;234.73333333333332;105.66666666666667;850;15;2001
LAC;2002;490.375;222.3125;107.125;809;16;2002
LAC;2003;512.8666666666667;231.33333333333334;107.00.00;809;15;2003
LAC;2004;457.11764705882354;209.7058823529412;97.23529411764706;808;17;2004
LAC;2005;436.05555555555554;190.83333333333334;105.61111111111111;787;18;2005
LAC;2006;442.77777777777777;196.22222222222223;94.88888888888889;813;18;2006
LAC;2007;412.7894736842105;177.47368421052633;92.73684210526316;810;19;2007
LAC;2008;384.06.00;164.55.00;86.06.00;815;20;2008
LAC;2009;410.4736842105263;171.94736842105263;90.6842105263158;803;19;2009
LAC;2010;413.10526315789474;180.47368421052633;95.26315789473684;837;19;2010
LAC;2011;475.8235294117647;203.2941176470588;106.6470588235294;842;17;2011
LAC;2012;357.6666666666667;152.38888888888889;76.94444444444444;676;18;2012
LAC;2013;552.06.00;227.53333333333333;130.53333333333333;880;15;2013
LAC;2014;442.05.00;176.03.00;100.08.00;849;20;2014
LAC;2015;437.55.00;174.75;101.55.00;906;20;2015
LAC;2016;476.05555555555554;191.55555555555554;104.05555555555556;901;18;2016
LAC;2017;594.0666666666667;235.02.00;123.02.00;864;15;2017
LAC;2018;425.57142857142856;171.33333333333334;87.23809523809524;864;21;2018
LAC;2019;429.1818181818182;169.63636363636363;89.54545454545455;942;22;2019
LAC;2020;418.85;171.55.00;85.04.00;827;20;2020
LAC;2021;410.45.00;158.95;87.08.00;803;20;2021
LAC;2022;386.5217391304348;156.82608695652175;85.6086956521739;863;23;2022
LAC;2023;443.5238095238095;168.8095238095238;93.28571428571429;863;21;2023
LAC;2024;451.4761904761905;167.76190476190476;99.85714285714286;860;21;2024
LAC;2025;382.3636363636364;149.8181818181818;85.13636363636364;815;22;2025
LAL;1961;750.05.00;431.4166666666667;144.00.00;747;12;1961
LAL;1962;729.3846153846154;388.61538461538464;144.46153846153845;749;13;1962
LAL;1963;840.1818181818181;415.54545454545456;158.0909090909091;725;11;1963
LAL;1964;731.1666666666666;366.3333333333333;139.66666666666666;799;12;1964
LAL;1965;688.3076923076923;354.84615384615387;123.15384615384616;761;13;1965
LAL;1966;868.8181818181819;429.3636363636364;176.00.00;773;11;1966
LAL;1967;751.0769230769231;370.0769230769231;146.6153846153846;799;13;1967
LAL;1968;764.3846153846154;351.61538461538464;152.53846153846155;749;13;1968
LAL;1969;836.7272727272727;431.72727272727275;188.00.00;747;11;1969
LAL;1970;717.4615384615385;319.53846153846155;156.15384615384616;687;13;1970
LAL;1971;723.9230769230769;328.38461538461536;169.6153846153846;732;13;1971
LAL;1972;826.6666666666666;385.6666666666667;186.00.00;726;12;1972
LAL;1973;572.4375;285.125;143.875;731;16;1973
LAL;1974;688.5384615384615;333.46153846153845;167.6153846153846;738;13;1974
LAL;1975;563.9333333333333;271.6666666666667;139.04.00;766;15;1975
LAL;1976;515.5294117647059;235.41176470588235;114.05882352941177;791;17;1976
LAL;1977;584.02.00;253.66666666666666;137.13333333333333;864;15;1977
LAL;1978;565.25.00;236.4375;139.3125;781;16;1978
LAL;1979;712.3076923076923;269.6923076923077;179.84615384615384;824;13;1979
LAL;1980;629.02.00;249.02.00;160.86666666666667;757;15;1980
LAL;1981;651.2142857142857;261.14285714285717;168.78571428571428;769;14;1981
LAL;1982;671.4285714285714;268.7857142857143;168.28571428571428;811;14;1982
LAL;1983;589.5625;229.25.00;157.4375;801;16;1983
LAL;1984;677.00.00;256.7142857142857;175.35714285714286;839;14;1984
LAL;1985;692.5714285714286;258.07142857142856;183.92857142857142;843;14;1985
LAL;1986;641.02.00;243.73333333333332;162.02.00;826;15;1986
LAL;1987;742.7692307692307;280.15384615384613;186.76923076923077;807;13;1987
LAL;1988;616.6666666666666;237.06.00;156.46666666666667;779;15;1988
LAL;1989;783.8333333333334;308.8333333333333;190.16666666666666;808;12;1989
LAL;1990;605.2666666666667;237.13333333333333;148.08.00;789;15;1990
LAL;1991;670.5384615384615;270.61538461538464;160.84615384615384;827;13;1991
LAL;1992;548.06.00;223.46666666666667;120.02.00;788;15;1992
LAL;1993;610.4285714285714;242.21428571428572;143.78571428571428;841;14;1993
LAL;1994;514.5625;216.05.00;123.9375;824;16;1994
LAL;1995;538.05.00;215.125;129.875;835;16;1995
LAL;1996;602.7142857142857;235.57142857142858;148.57142857142858;832;14;1996
LAL;1997;482.3529411764706;206.23529411764707;108.52941176470588;864;17;1997
LAL;1998;665.5384615384615;273.0769230769231;154.53846153846155;809;13;1998
LAL;1999;291.1764705882353;123.58823529411765;64.41176470588235;516;17;1999
LAL;2000;551.1333333333333;257.00.00;128.06666666666666;881;15;2000
LAL;2001;550.0666666666667;244.53333333333333;125.86666666666666;883;15;2001
LAL;2002;553.06.00;241.93333333333334;125.46666666666667;895;15;2002
LAL;2003;587.8571428571429;259.42857142857144;136.35714285714286;863;14;2003
LAL;2004;473.6470588235294;208.00.00;114.58823529411765;863;17;2004
LAL;2005;505.9375;221.1875;104.05.00;842;16;2005
LAL;2006;479.6470588235294;203.41176470588235;102.00.00;842;17;2006
LAL;2007;605.2857142857143;241.05.00;132.14285714285714;851;14;2007
LAL;2008;468.63157894736844;190.52631578947367;105.42105263157895;828;19;2008
LAL;2009;548.00.00;225.125;119.25.00;848;16;2009
LAL;2010;641.4615384615385;279.61538461538464;133.07692307692307;847;13;2010
LAL;2011;520.0625;225.3125;112.5625;827;16;2011
LAL;2012;377.7647058823529;179.41176470588235;87.3529411764706;665;17;2012
LAL;2013;523.8125;229.625;113.625;765;16;2013
LAL;2014;444.3157894736842;177.10526315789474;105.57894736842105;789;19;2014
LAL;2015;448.05.00;199.94444444444446;95.27777777777777;808;18;2015
LAL;2016;532.1333333333333;234.86666666666667;98.53333333333333;854;15;2016
