tm;season;avg_pts;avg_trb;avg_ast;total_games;distinct_players;season_year
BKN;1991;527.5625;234.25.00;111.375;867;16;1991
BKN;1992;664.6923076923077;300.3076923076923;149.00.00;823;13;1992
BKN;1993;468.3888888888889;210.94444444444446;104.00.00;869;18;1993
BKN;1994;528.8125;241.00.00;118.75;860;16;1994
BKN;1995;536.1333333333333;252.13333333333333;125.06.00;851;15;1995
BKN;1996;426.8888888888889;214.05555555555554;97.33333333333333;841;18;1996
BKN;1997;346.69565217391306;164.6086956521739;75.04347826086956;782;23;1997
BKN;1998;453.8888888888889;193.38888888888889;93.61111111111111;813;18;1998
BKN;1999;198.65217391304347;93.56521739130434;40.130434782608695;502;23;1999
BKN;2000;535.7333333333333;223.66666666666666;112.53333333333333;838;15;2000
BKN;2001;397.4736842105263;170.8421052631579;84.36842105263158;802;19;2001
BKN;2002;493.0625;222.125;124.375;847;16;2002
BKN;2003;521.3333333333334;234.06.00;125.08.00;826;15;2003
BKN;2004;389.5263157894737;175.52631578947367;105.73684210526316;851;19;2004
BKN;2005;340.72727272727275;147.36363636363637;80.54545454545455;835;22;2005
BKN;2006;452.4117647058824;197.7058823529412;110.82352941176471;851;17;2006
BKN;2007;533.04.00;223.13333333333333;130.08.00;863;15;2007
BKN;2008;392.85;171.65;96.25.00;861;20;2008
BKN;2009;536.2666666666667;217.66666666666666;109.06666666666666;825;15;2009
BKN;2010;445.5882352941176;191.47058823529412;90.58823529411765;794;17;2010
BKN;2011;351.00.00;152.22727272727272;78.31818181818181;867;22;2011
BKN;2012;279.27272727272725;121.00.00;59.59090909090909;682;22;2012
BKN;2013;467.29411764705884;206.2941176470588;98.11764705882354;914;17;2013
BKN;2014;425.2105263157895;164.6315789473684;90.21052631578948;892;19;2014
BKN;2015;423.05263157894734;182.78947368421052;90.3157894736842;890;19;2015
BKN;2016;475.8235294117647;204.52941176470588;107.6470588235294;877;17;2016
BKN;2017;413.00.00;171.42857142857142;83.61904761904762;919;21;2017
BKN;2018;397.3181818181818;165.63636363636363;88.22727272727273;868;22;2018
BKN;2019;484.42105263157896;201.00.00;102.84210526315789;857;19;2019
BKN;2020;335.3333333333333;143.70833333333334;73.375;763;24;2020
BKN;2021;316.18518518518516;118.48148148148148;71.44444444444444;746;27;2021
BKN;2022;385.75;151.66666666666666;86.29166666666667;862;24;2022
BKN;2023;371.08.00;132.88;83.72;875;25;2023
BKN;2024;430.95238095238096;172.04761904761904;100.0952380952381;841;21;2024
BKN;2025;333.1666666666667;130.95833333333334;79.25.00;778;24;2025
BLB;1948;198.33333333333334;;17.77777777777778;447;18;1948
BLB;1949;238.9047619047619;;47.61904761904762;602;21;1949
BLB;1950;216.2173913043478;;51.69565217391305;667;23;1950
BLB;1951;284.94736842105266;154.6315789473684;70.78947368421052;628;19;1951
BLB;1952;358.53333333333336;215.06666666666666;94.46666666666667;602;15;1952
BLB;1953;294.35.00;163.00.00;75.05.00;653;20;1953
BLB;1954;296.7368421052632;181.94736842105263;72.89473684210526;695;19;1954
BLB;1955;88.0909090909091;41.45454545454545;23.00;122;11;1955
BOS;1947;180.25.00;;23.05;637;20;1947
BOS;1948;206.4375;;0,96875;464;16;1948
BOS;1949;208.77272727272728;;51.59090909090909;621;22;1949
BOS;1950;318.8235294117647;;86.6470588235294;715;17;1950
BOS;1951;345.94117647058823;194.52941176470588;92.88235294117646;666;17;1951
BOS;1952;602.07.00;332.08.00;160.06.00;627;10;1952
BOS;1953;521.05.00;289.8333333333333;138.83333333333334;654;12;1953
BOS;1954;574.0909090909091;325.27272727272725;161.0909090909091;686;11;1954
BOS;1955;608.75;331.1666666666667;158.75;669;12;1955
BOS;1956;763.02.00;414.02.00;183.04.00;691;10;1956
BOS;1957;633.25.00;381.05.00;122.00.00;667;12;1957
BOS;1958;719.6363636363636;438.54545454545456;137.0909090909091;668;11;1958
BOS;1959;761.5454545454545;459.54545454545456;142.54545454545453;674;11;1959
BOS;1960;778.0833333333334;447.0833333333333;154.08333333333334;730;12;1960
BOS;1961;860.00.00;507.45454545454544;170.1818181818182;768;11;1961
BOS;1962;807.25.00;443.8333333333333;170.75;791;12;1962
BOS;1963;731.0769230769231;392.6923076923077;150.76923076923077;801;13;1963
BOS;1964;753.05.00;427.3333333333333;146.66666666666666;780;12;1964
BOS;1965;694.1538461538462;391.84615384615387;136.30769230769232;762;13;1965
BOS;1966;643.8571428571429;352.14285714285717;128.21428571428572;751;14;1966
BOS;1967;805.3333333333334;414.9166666666667;163.05.00;811;12;1967
BOS;1968;793.5833333333334;413.25.00;149.83333333333334;804;12;1968
BOS;1969;700.1538461538462;372.3076923076923;150.23076923076923;759;13;1969
BOS;1970;724.7692307692307;333.53846153846155;144.23076923076923;853;13;1970
BOS;1971;686.2857142857143;345.2142857142857;146.57142857142858;802;14;1971
BOS;1972;789.75;371.8333333333333;185.83333333333334;792;12;1972
BOS;1973;769.8333333333334;400.1666666666667;193.33333333333334;833;12;1973
BOS;1974;744.75;371.00.00;182.25.00;822;12;1974
BOS;1975;623.8571428571429;304.57142857142856;154.21428571428572;829;14;1975
BOS;1976;669.8461538461538;333.9230769230769;152.30769230769232;828;13;1976
BOS;1977;659.3846153846154;323.61538461538464;154.6153846153846;821;13;1977
BOS;1978;481.6666666666667;226.94444444444446;109.38888888888889;777;18;1978
BOS;1979;493.00.00;195.27777777777777;110.83333333333333;781;18;1979
BOS;1980;775.25.00;307.00.00;183.16666666666666;828;12;1980
BOS;1981;750.6666666666666;298.25.00;183.05.00;796;12;1981
BOS;1982;655.7142857142857;267.2857142857143;151.85714285714286;858;14;1982
BOS;1983;707.00.00;292.6923076923077;170.46153846153845;860;13;1983
BOS;1984;766.1666666666666;308.0833333333333;176.83333333333334;823;12;1984
BOS;1985;724.00.00;288.15384615384613;175.92307692307693;828;13;1985
BOS;1986;719.9230769230769;292.84615384615387;183.6153846153846;883;13;1986
BOS;1987;577.3125;219.875;151.3125;827;16;1987
BOS;1988;582.1875;210.625;153.00.00;874;16;1988
BOS;1989;526.9411764705883;213.00.00;128.76470588235293;848;17;1989
BOS;1990;694.0769230769231;290.2307692307692;186.3846153846154;884;13;1990
BOS;1991;609.6666666666666;252.33333333333334;144.00.00;783;15;1991
BOS;1992;485.8333333333333;204.33333333333334;115.11111111111111;806;18;1992
BOS;1993;500.11764705882354;206.58823529411765;117.58823529411765;825;17;1993
BOS;1994;551.1333333333333;227.08.00;128.53333333333333;826;15;1994
BOS;1995;495.7647058823529;204.47058823529412;104.88235294117646;806;17;1995
BOS;1996;471.94444444444446;193.16666666666666;99.55555555555556;873;18;1996
BOS;1997;458.22222222222223;182.38888888888889;99.55555555555556;782;18;1997
BOS;1998;436.8888888888889;180.00.00;100.88888888888889;885;18;1998
BOS;1999;290.625;133.625;67.0625;524;16;1999
BOS;2000;543.0666666666667;235.02.00;116.06666666666666;877;15;2000
BOS;2001;456.4117647058824;192.00.00;100.47058823529412;855;17;2001
BOS;2002;493.8125;216.3125;107.625;821;16;2002
BOS;2003;447.00.00;195.2941176470588;92.6470588235294;793;17;2003
BOS;2004;411.10526315789474;173.21052631578948;88.57894736842105;816;19;2004
BOS;2005;553.06.00;223.13333333333333;120.66666666666667;897;15;2005
BOS;2006;446.27777777777777;180.27777777777777;95.33333333333333;866;18;2006
BOS;2007;491.0625;206.8125;101.875;828;16;2007
BOS;2008;549.6666666666666;229.66666666666666;122.02.00;851;15;2008
BOS;2009;517.1875;215.9375;116.375;840;16;2009
BOS;2010;428.2105263157895;166.57894736842104;101.57894736842105;867;19;2010
BOS;2011;376.8095238095238;151.47619047619048;91.47619047619048;835;21;2011
BOS;2012;356.5882352941176;150.58823529411765;91.58823529411765;714;17;2012
BOS;2013;390.09.00;159.35.00;92.15.00;828;20;2013
BOS;2014;415.36842105263156;183.42105263157896;90.84210526315789;841;19;2014
BOS;2015;377.8181818181818;163.4090909090909;91.31818181818181;877;22;2015
BOS;2016;541.8125;230.1875;123.8125;893;16;2016
BOS;2017;590.4666666666667;229.46666666666667;137.93333333333334;892;15;2017
BOS;2018;426.45.00;182.25.00;92.01.00;888;20;2018
BOS;2019;542.1176470588235;214.88235294117646;126.76470588235294;885;17;2019
BOS;2020;481.3529411764706;195.11764705882354;97.3529411764706;809;17;2020
BOS;2021;386.14285714285717;151.71428571428572;80.42857142857143;798;21;2021
BOS;2022;327.2857142857143;134.92857142857142;72.71428571428571;884;28;2022
BOS;2023;537.2777777777778;206.05.00;121.44444444444444;850;18;2023
BOS;2024;520.3684210526316;199.94736842105263;116.15789473684211;856;19;2024
BOS;2025;487.00.00;187.77777777777777;108.66666666666667;783;18;2025
BUF;1971;576.8666666666667;284.06666666666666;130.08.00;790;15;1971
BUF;1972;697.25.00;331.05.00;146.58333333333334;740;12;1972
BUF;1973;651.6153846153846;319.84615384615387;170.6153846153846;737;13;1973
BUF;1974;610.3333333333334;265.3333333333333;144.33333333333334;759;15;1974
BUF;1975;679.9230769230769;295.61538461538464;158.69230769230768;779;13;1975
BUF;1976;586.3333333333334;248.06666666666666;140.08.00;802;15;1976
BUF;1977;453.2631578947368;201.89473684210526;99.10526315789474;829;19;1977
BUF;1978;479.6666666666667;201.16666666666666;109.72222222222223;788;18;1978
CAP;1974;596.6428571428571;298.07142857142856;126.42857142857143;740;14;1974
CAR;1970;690.0769230769231;331.46153846153845;134.30769230769232;808;13;1970
CAR;1971;569.8823529411765;248.35294117647058;102.6470588235294;761;17;1971
CAR;1972;507.6842105263158;226.78947368421052;91.3157894736842;767;19;1972
CAR;1973;693.3571428571429;281.7857142857143;149.21428571428572;857;14;1973
CAR;1974;713.6923076923077;294.38461538461536;155.92307692307693;766;13;1974
CHH;1989;535.375;208.625;145.1875;884;16;1989
CHH;1990;411.06.00;158.65;104.00.00;833;20;1990
CHH;1991;495.7647058823529;189.8235294117647;118.76470588235294;855;17;1991
CHH;1992;498.8888888888889;196.16666666666666;126.88888888888889;806;18;1992
CHH;1993;602.00.00;240.02.00;144.06666666666666;812;15;1993
CHH;1994;459.57894736842104;183.89473684210526;116.52631578947368;837;19;1994
CHH;1995;515.5625;201.6875;129.05.00;814;16;1995
CHH;1996;401.4761904761905;154.42857142857142;90.80952380952381;826;21;1996
CHH;1997;450.44444444444446;178.22222222222223;112.27777777777777;805;18;1997
CHH;1998;440.1666666666667;184.77777777777777;107.83333333333333;833;18;1998
CHH;1999;273.1764705882353;116.05882352941177;65.29411764705883;506;17;1999
CHH;2000;474.8235294117647;207.00.00;119.00.00;788;17;2000
CHH;2001;471.1875;227.5625;118.75;805;16;2001
CHH;2002;513.3333333333334;237.06.00;117.26666666666667;813;15;2002
CHH;2005;406.7894736842105;179.89473684210526;94.42105263157895;848;19;2005
CHH;2006;496.4375;203.75;107.3125;839;16;2006
CHH;2007;441.3888888888889;181.44444444444446;102.00.00;834;18;2007
CHH;2008;530.06.00;222.13333333333333;116.53333333333333;794;15;2008
CHH;2009;319.875;135.05.00;72.54166666666667;852;24;2009
CHH;2010;411.2105263157895;176.21052631578948;87.26315789473684;837;19;2010
CHH;2011;402.63157894736844;173.26315789473685;90.94736842105263;855;19;2011
CHH;2012;358.6875;160.6875;82.875;724;16;2012
CHH;2013;425.6111111111111;183.66666666666666;88.16666666666667;853;18;2013
CHH;2014;418.00.00;184.21052631578948;93.57894736842105;840;19;2014
CHI;1967;654.7857142857143;324.7142857142857;130.05.00;869;14;1967
CHI;1968;561.375;278.5625;95.4375;765;16;1968
CHI;1969;613.3571428571429;325.00.00;114.07142857142857;771;14;1969
CHI;1970;724.8461538461538;337.15384615384613;164.07692307692307;737;13;1970
CHI;1971;697.6923076923077;332.6923076923077;164.76923076923077;756;13;1971
CHI;1972;651.2142857142857;312.2142857142857;149.07142857142858;789;14;1972
CHI;1973;609.5714285714286;285.7142857142857;144.05.00;799;14;1973
CHI;1974;697.3333333333334;313.25.00;155.66666666666666;781;12;1974
CHI;1975;574.6428571428571;278.07142857142856;131.42857142857142;802;14;1975
CHI;1976;491.4375;256.3125;106.05.00;808;16;1976
CHI;1977;477.11764705882354;235.11764705882354;117.00.00;853;17;1977
CHI;1978;532.6875;239.0625;132.4375;835;16;1978
CHI;1979;613.4285714285714;269.14285714285717;154.92857142857142;828;14;1979
CHI;1980;587.5333333333333;238.66666666666666;143.46666666666667;800;15;1980
CHI;1981;687.4615384615385;284.7692307692308;148.07692307692307;823;13;1981
CHI;1982;624.05.00;260.7142857142857;145.92857142857142;841;14;1982
CHI;1983;606.08.00;252.93333333333334;139.06666666666666;833;15;1983
CHI;1984;653.9230769230769;264.6923076923077;161.15384615384616;804;13;1984
CHI;1985;636.8571428571429;245.71428571428572;142.28571428571428;830;14;1985
CHI;1986;527.1764705882352;209.2941176470588;118.00.00;810;17;1986
CHI;1987;505.6470588235294;214.58823529411765;126.05882352941177;818;17;1987
CHI;1988;573.9333333333333;241.93333333333334;143.26666666666668;807;15;1988
CHI;1989;545.375;216.9375;138.3125;825;16;1989
CHI;1990;641.2142857142857;239.57142857142858;155.14285714285714;845;14;1990
CHI;1991;752.00.00;290.8333333333333;184.33333333333334;898;12;1991
CHI;1992;563.1875;225.75;142.4375;913;16;1992
CHI;1993;507.3529411764706;210.1764705882353;125.47058823529412;879;17;1993
CHI;1994;502.0625;220.875;131.375;867;16;1994
CHI;1995;520.3125;212.05.00;123.125;923;16;1995
CHI;1996;575.00.00;243.86666666666667;135.53333333333333;904;15;1996
CHI;1997;563.8666666666667;246.04.00;142.08.00;879;15;1997
CHI;1998;466.52941176470586;216.52941176470588;114.82352941176471;884;17;1998
CHI;1999;273.00.00;131.13333333333333;67.08.00;546;15;1999
CHI;2000;347.06.00;167.75;82.25.00;852;20;2000
CHI;2001;448.8125;199.125;113.125;822;16;2001
CHI;2002;407.05.00;182.38888888888889;100.94444444444444;851;18;2002
CHI;2003;519.0666666666667;235.06666666666666;118.08.00;867;15;2003
CHI;2004;350.23809523809524;169.85714285714286;85.38095238095238;817;21;2004
CHI;2005;516.3333333333334;239.46666666666667;116.02.00;867;15;2005
CHI;2006;422.10526315789474;184.6315789473684;94.94736842105263;875;19;2006
CHI;2007;578.5714285714286;255.78571428571428;130.85714285714286;868;14;2007
CHI;2008;420.05263157894734;185.68421052631578;95.3157894736842;841;19;2008
CHI;2009;440.94736842105266;181.6315789473684;91.15789473684211;761;19;2009
CHI;2010;444.05555555555554;202.88888888888889;94.66666666666667;785;18;2010
CHI;2011;539.1333333333333;241.04.00;121.08.00;850;15;2011
CHI;2012;454.2142857142857;220.00.00;109.07142857142857;690;14;2012
CHI;2013;509.04.00;236.00.00;125.73333333333333;809;15;2013
CHI;2014;384.00.00;181.00.00;93.00.00;791;20;2014
CHI;2015;590.3571428571429;267.92857142857144;127.21428571428571;821;14;2015
CHI;2016;520.9375;237.25.00;116.875;850;16;2016
CHI;2017;468.6111111111111;210.88888888888889;102.83333333333333;876;18;2017
CHI;2018;401.9047619047619;174.42857142857142;91.57142857142857;848;21;2018
CHI;2019;391.1363636363636;159.86363636363637;81.63636363636364;846;22;2019
CHI;2020;408.52941176470586;160.05882352941177;88.82352941176471;691;17;2020
CHI;2021;362.22727272727275;147.13636363636363;87.5909090909091;772;22;2021
CHI;2022;416.00.00;157.77272727272728;89.00.00;838;22;2022
CHI;2023;515.3333333333334;192.94444444444446;111.44444444444444;846;18;2023
CHI;2024;511.44444444444446;199.61111111111111;113.77777777777777;833;18;2024
CHI;2025;400.04545454545456;154.77272727272728;98.9090909090909;835;22;2025
CHO;2015;454.1764705882353;212.52941176470588;97.29411764705883;849;17;2015
CHO;2016;498.7647058823529;211.94117647058823;104.58823529411765;867;17;2016
CHO;2017;452.6842105263158;188.10526315789474;99.52631578947368;831;19;2017
CHO;2018;522.00.00;219.2941176470588;104.11764705882354;890;17;2018
CHO;2019;534.1764705882352;211.2941176470588;112.05882352941177;888;17;2019
CHO;2020;417.9375;173.8125;96.8125;646;16;2020
CHO;2021;463.5882352941176;185.35294117647058;113.70588235294117;730;17;2021
CHO;2022;497.7368421052632;192.3684210526316;121.15789473684211;839;19;2022
CHO;2023;478.8421052631579;192.21052631578948;108.52631578947368;818;19;2023
CHO;2024;336.15384615384613;127.03846153846153;78.1923076923077;837;26;2024
CHO;2025;304.53846153846155;130.73076923076923;70.73076923076923;795;26;2025
CHP;1962;522.00.00;271.47058823529414;106.58823529411765;730;17;1962
CHS;1947;293.5625;;27.25.00;655;16;1947
CHS;1948;260.00.00;;30.857142857142858;437;14;1948
CHS;1949;314.875;;76.25.00;601;16;1949
CHS;1950;411.6923076923077;;105.07692307692308;704;13;1950
CHZ;1963;517.7058823529412;258.7647058823529;104.23529411764706;754;17;1963
CIN;1958;610.1666666666666;362.3333333333333;131.05.00;687;12;1958
CIN;1959;528.9285714285714;295.64285714285717;97.57142857142857;700;14;1959
CIN;1960;641.00.00;348.38461538461536;133.6153846153846;733;13;1960
CIN;1961;775.8333333333334;406.00.00;175.58333333333334;782;12;1961
CIN;1962;895.00.00;445.45454545454544;195.8181818181818;795;11;1962
CIN;1963;793.9166666666666;409.1666666666667;160.91666666666666;764;12;1963
CIN;1964;764.8333333333334;402.00.00;159.66666666666666;726;12;1964
CIN;1965;761.1666666666666;398.8333333333333;153.58333333333334;770;12;1965
CIN;1966;673.1428571428571;355.42857142857144;129.85714285714286;783;14;1966
CIN;1967;729.7692307692307;358.61538461538464;142.92307692307693;794;13;1967
CIN;1968;597.625;282.4375;128.00.00;784;16;1968
CIN;1969;670.8571428571429;323.2142857142857;141.64285714285714;774;14;1969
CIN;1970;686.8571428571429;297.35714285714283;142.28571428571428;759;14;1970
CIN;1971;634.0666666666667;276.73333333333335;134.08.00;765;15;1971
CIN;1972;589.0666666666667;250.26666666666668;134.66666666666666;724;15;1972
CLE;1971;523.3125;248.875;129.0625;867;16;1971
CLE;1972;619.5714285714286;292.7142857142857;147.14285714285714;848;14;1972
CLE;1973;561.02.00;270.8666666666667;140.04.00;854;15;1973
CLE;1974;632.3846153846154;289.7692307692308;157.53846153846155;838;13;1974
CLE;1975;676.4166666666666;296.6666666666667;158.58333333333334;844;12;1975
CLE;1976;556.00.00;252.00.00;122.93333333333334;852;15;1976
CLE;1977;558.00.00;258.3333333333333;123.00.00;847;15;1977
CLE;1978;713.4166666666666;321.9166666666667;145.00.00;820;12;1978
CLE;1979;623.7142857142857;248.92857142857142;128.28571428571428;796;14;1979
CLE;1980;624.00.00;245.86666666666667;140.53333333333333;796;15;1980
CLE;1981;481.6666666666667;194.05.00;111.05.00;797;18;1981
CLE;1982;367.95652173913044;146.08695652173913;81.34782608695652;811;23;1982
CLE;1983;442.44444444444446;199.27777777777777;96.55555555555556;832;18;1983
CLE;1984;645.0769230769231;277.00.00;148.46153846153845;850;13;1984
CLE;1985;468.57894736842104;192.00.00;110.3157894736842;852;19;1985
CLE;1986;519.7647058823529;208.2941176470588;121.41176470588235;874;17;1986
CLE;1987;570.5333333333333;245.13333333333333;127.46666666666667;865;15;1987
CLE;1988;503.88235294117646;194.35294117647058;121.76470588235294;830;17;1988
CLE;1989;743.5833333333334;292.3333333333333;188.33333333333334;825;12;1989
CLE;1990;494.7647058823529;206.35294117647058;123.88235294117646;809;17;1990
CLE;1991;521.4375;208.75;140.00.00;808;16;1991
CLE;1992;557.875;218.1875;141.25.00;828;16;1992
CLE;1993;630.8571428571429;244.64285714285714;167.78571428571428;793;14;1993
CLE;1994;488.00.00;202.52941176470588;120.52941176470588;832;17;1994
CLE;1995;494.46666666666664;218.08.00;111.46666666666667;836;15;1995
CLE;1996;498.02.00;194.08.00;121.02.00;810;15;1996
CLE;1997;551.7692307692307;236.00.00;131.84615384615384;809;13;1997
CLE;1998;474.0625;205.375;118.375;839;16;1998
CLE;1999;254.23529411764707;105.17647058823529;64.29411764705883;516;17;1999
CLE;2000;397.05.00;175.45.00;97.05.00;851;20;2000
CLE;2001;378.05.00;172.75;85.04.00;852;20;2001
CLE;2002;520.08.00;230.06666666666666;126.06666666666666;833;15;2002
CLE;2003;535.3571428571429;261.42857142857144;122.28571428571429;828;14;2003
CLE;2004;362.8095238095238;177.95238095238096;86.0952380952381;839;21;2004
CLE;2005;494.625;216.8125;115.6875;836;16;2005
CLE;2006;470.70588235294116;204.11764705882354;91.76470588235294;836;17;2006
CLE;2007;528.9333333333333;237.86666666666667;113.86666666666666;838;15;2007
CLE;2008;343.60869565217394;158.91304347826087;71.30434782608695;811;23;2008
CLE;2009;513.9375;216.25.00;103.9375;858;16;2009
CLE;2010;465.1666666666667;193.05.00;101.94444444444444;835;18;2010
CLE;2011;411.94736842105266;173.94736842105263;90.52631578947368;827;19;2011
CLE;2012;292.3809523809524;132.85714285714286;62.285714285714285;683;21;2012
CLE;2013;416.4736842105263;177.00.00;89.15789473684211;827;19;2013
CLE;2014;383.5238095238095;172.28571428571428;82.76190476190476;870;21;2014
CLE;2015;422.85;176.15.00;90.07.00;849;20;2015
CLE;2016;475.27777777777777;202.77777777777777;103.38888888888889;877;18;2016
CLE;2017;430.85714285714283;170.8095238095238;88.47619047619048;869;21;2017
CLE;2018;413.22727272727275;157.04545454545453;87.0909090909091;899;22;2018
CLE;2019;317.2962962962963;129.55555555555554;62.888888888888886;845;27;2019
CLE;2020;330.85714285714283;136.95238095238096;71.42857142857143;663;21;2020
CLE;2021;299.04.00;123.12.00;68.64;734;25;2021
CLE;2022;339.96153846153845;139.34615384615384;79.38461538461539;872;26;2022
CLE;2023;511.3888888888889;187.16666666666666;113.61111111111111;827;18;2023
CLE;2024;513.1111111111111;197.16666666666666;127.72222222222223;829;18;2024
CLE;2025;458.75;169.35.00;105.08.00;838;20;2025
CLR;1947;236.16666666666666;;27.444444444444443;569;18;1947
DAL;1981;396.2857142857143;156.47619047619048;94.47619047619048;816;21;1981
DAL;1982;659.6153846153846;264.6923076923077;162.84615384615384;848;13;1982
DAL;1983;711.00.00;282.84615384615387;171.30769230769232;832;13;1983
DAL;1984;696.3076923076923;258.0769230769231;166.46153846153845;791;13;1984
DAL;1985;759.6666666666666;286.6666666666667;179.33333333333334;781;12;1985
DAL;1986;675.2142857142857;250.92857142857142;150.57142857142858;828;14;1986
DAL;1987;735.9230769230769;285.61538461538464;155.15384615384616;812;13;1987
DAL;1988;746.6666666666666;319.6666666666667;165.33333333333334;785;12;1988
DAL;1989;530.25.00;215.3125;116.6875;786;16;1989
DAL;1990;558.9333333333333;230.73333333333332;118.04.00;791;15;1990
DAL;1991;546.3333333333334;222.93333333333334;121.04.00;788;15;1991
DAL;1992;471.00.00;213.7058823529412;95.88235294117646;801;17;1992
DAL;1993;452.27777777777777;194.38888888888889;93.05.00;880;18;1993
DAL;1994;433.3888888888889;190.05555555555554;90.05.00;880;18;1994
DAL;1995;604.4285714285714;281.92857142857144;138.64285714285714;838;14;1995
DAL;1996;560.06.00;252.46666666666667;127.53333333333333;807;15;1996
DAL;1997;275.22222222222223;122.29629629629629;61.592592592592595;798;27;1997
DAL;1998;416.3333333333333;182.66666666666666;85.27777777777777;767;18;1998
DAL;1999;327.2142857142857;151.64285714285714;65.78571428571429;510;14;1999
DAL;2000;489.1764705882353;198.52941176470588;106.47058823529412;763;17;2000
DAL;2001;411.95;170.01.00;87.00.00;798;20;2001
DAL;2002;431.45.00;174.03.00;90.55.00;823;20;2002
DAL;2003;496.70588235294116;203.2941176470588;108.05882352941177;850;17;2003
DAL;2004;616.1428571428571;265.14285714285717;140.21428571428572;818;14;2004
DAL;2005;525.3125;220.00.00;100.625;843;16;2005
DAL;2006;508.125;216.3125;92.0625;834;16;2006
DAL;2007;512.5625;214.6875;102.00.00;873;16;2007
DAL;2008;411.07.00;176.03.00;86.00.00;875;20;2008
DAL;2009;521.4375;219.00.00;111.1875;843;16;2009
DAL;2010;464.6666666666667;190.00.00;106.05.00;811;18;2010
DAL;2011;456.6666666666667;188.77777777777777;108.55555555555556;866;18;2011
DAL;2012;395.125;176.375;86.25.00;726;16;2012
DAL;2013;360.5652173913044;149.43478260869566;82.8695652173913;923;23;2013
DAL;2014;573.1333333333333;223.06.00;129.00.00;899;15;2014
DAL;2015;454.10526315789474;182.42105263157896;97.15789473684211;923;19;2015
DAL;2016;524.25.00;220.75;113.3125;903;16;2016
DAL;2017;334.5416666666667;131.79166666666666;71.04166666666667;911;24;2017
DAL;2018;364.7826086956522;147.08695652173913;80.78260869565217;869;23;2018
DAL;2019;425.0952380952381;176.95238095238096;91.33333333333333;890;21;2019
DAL;2020;461.89473684210526;185.26315789473685;97.3157894736842;796;19;2020
DAL;2021;426.10526315789474;164.21052631578948;86.6842105263158;799;19;2021
DAL;2022;328.0740740740741;130.66666666666666;71.03703703703704;917;27;2022
DAL;2023;407.2173913043478;138.30434782608697;81.73913043478261;878;23;2023
DAL;2024;439.27272727272725;160.04545454545453;95.72727272727273;930;22;2024
DAL;2025;363.7916666666667;136.05.00;80.08333333333333;820;24;2025
DEN;1977;659.05.00;284.85714285714283;161.57142857142858;863;14;1977
DEN;1978;610.9333333333333;260.8666666666667;145.08.00;839;15;1978
DEN;1979;698.4615384615385;300.2307692307692;166.6153846153846;812;13;1979
DEN;1980;591.8666666666667;255.66666666666666;138.06.00;795;15;1980
DEN;1981;624.125;238.875;126.875;813;16;1981
DEN;1982;797.7692307692307;276.3076923076923;174.76923076923077;799;13;1982
DEN;1983;721.7857142857143;267.00.00;166.85714285714286;849;14;1983
DEN;1984;724.7857142857143;255.05.00;177.28571428571428;864;14;1984
DEN;1985;820.0833333333334;302.8333333333333;188.83333333333334;858;12;1985
DEN;1986;784.1666666666666;295.00.00;178.33333333333334;845;12;1986
DEN;1987;683.05.00;261.57142857142856;165.05.00;840;14;1987
DEN;1988;598.3125;225.3125;143.75;830;16;1988
DEN;1989;604.6875;232.4375;142.625;831;16;1989
DEN;1990;671.2142857142857;264.35714285714283;162.05.00;899;14;1990
DEN;1991;468.00.00;192.85714285714286;95.47619047619048;839;21;1991
DEN;1992;545.0666666666667;246.08.00;103.53333333333333;840;15;1992
DEN;1993;616.1428571428571;273.57142857142856;123.92857142857143;868;14;1993
DEN;1994;483.5882352941176;215.41176470588235;103.70588235294117;829;17;1994
DEN;1995;488.7647058823529;202.47058823529412;108.00.00;842;17;1995
DEN;1996;471.3529411764706;208.47058823529412;108.88235294117646;787;17;1996
DEN;1997;348.69565217391306;149.82608695652175;82.1304347826087;785;23;1997
DEN;1998;456.25.00;199.8125;96.6875;808;16;1998
DEN;1999;292.125;127.4375;60.5625;471;16;1999
DEN;2000;477.3529411764706;215.47058823529412;112.41176470588235;838;17;2000
DEN;2001;439.8888888888889;201.05.00;109.44444444444444;810;18;2001
DEN;2002;359.95238095238096;163.1904761904762;86.52380952380952;837;21;2002
DEN;2003;328.6190476190476;165.47619047619048;82.71428571428571;894;21;2003
DEN;2004;531.4666666666667;231.33333333333334;119.06.00;862;15;2004
DEN;2005;480.05882352941177;202.35294117647058;115.17647058823529;837;17;2005
DEN;2006;433.00.00;178.3684210526316;101.10526315789474;808;19;2006
DEN;2007;479.94444444444446;197.72222222222223;106.66666666666667;779;18;2007
DEN;2008;533.7647058823529;212.7058823529412;119.05882352941177;792;17;2008
DEN;2009;503.2352941176471;200.7058823529412;107.05882352941177;806;17;2009
DEN;2010;671.4615384615385;261.0769230769231;132.23076923076923;797;13;2010
DEN;2011;463.7368421052632;181.21052631578948;95.42105263157895;802;19;2011
DEN;2012;404.2352941176471;167.23529411764707;93.00.00;664;17;2012
DEN;2013;580.2666666666667;246.02.00;133.46666666666667;840;15;2013
DEN;2014;534.9375;232.875;114.875;843;16;2014
DEN;2015;416.00.00;183.25.00;89.04.00;901;20;2015
DEN;2016;439.7368421052632;192.57894736842104;97.78947368421052;859;19;2016
DEN;2017;482.1578947368421;200.1578947368421;109.3157894736842;842;19;2017
